
Conversion of EDT data from sounding archive file D:\SoundingArchive\LaPaz_20161101_115751.dc3db

Information about sounding:
==================================

Station:                  85201 LaPaz
Launch time:              2016-11-01 11:57:51 UTC
RS type:                  RS92-SGP
RS number:                Z3837556
Reason for termination:   Increasing pressure
Sounding SW version:      MW31 3.66
Use2010CalculationForTU   Yes

==================================


Information about map: EDT                 
==================================


   Record name:    Unit:           Data type:          Divisor: Offset:
   ---------------------------------------------------------------------
    time            sec             float (4)          1        0       
    Pscl            ln              short (2)          1        0       
    T               K               short (2)          10       0       
    RH              %               short (2)          1        0       
    v               m/s             short (2)          -100     0       
    u               m/s             short (2)          -100     0       
    Height          m               short (2)          1        30000   
    P               hPa             short (2)          10       0       
    TD              K               short (2)          10       0       
    MR              g/kg            short (2)          100      0       
    DD              dgr             short (2)          1        0       
    FF              m/s             short (2)          10       0       
    AZ              dgr             short (2)          1        0       
    Range           m               short (2)          0.01     0       
    Lon             dgr             short (2)          100      0       
    Lat             dgr             short (2)          100      0       
    SpuKey          bitfield        unsigned short (2) 1        0       
    UsrKey          bitfield        unsigned short (2) 1        0       
    RadarH          m               short (2)          1        30000   

*************************************************************************************************

     time	     Pscl	        T	       RH	        v	        u	   Height	        P	       TD	       MR	       DD	       FF	       AZ	    Range	      Lon	      Lat	   SpuKey	   UsrKey	   RadarH	
   934.00	    24348	   255.40	        2	     1.88	    11.56	     7956	   381.50	   215.90	     0.04	      261	    11.70	       98	     5500	   -68.12	   -16.51	        0	        0	   -32768	
   936.00	    24344	   255.40	        2	     1.86	    11.53	     7964	   381.20	   215.80	     0.04	      261	    11.70	       98	     5500	   -68.12	   -16.51	        0	        0	   -32768	
   938.00	    24340	   255.30	        2	     1.85	    11.50	     7971	   380.80	   215.70	     0.04	      261	    11.60	       98	     5600	   -68.12	   -16.51	        0	        0	   -32768	
   940.00	    24335	   255.20	        2	     1.83	    11.47	     7979	   380.40	   215.50	     0.04	      261	    11.60	       98	     5600	   -68.12	   -16.51	        0	        0	   -32768	
   942.00	    24331	   255.10	        2	     1.81	    11.43	     7986	   380.00	   215.20	     0.04	      261	    11.60	       98	     5600	   -68.12	   -16.51	        0	        0	   -32768	
   944.00	    24327	   255.10	        2	     1.80	    11.38	     7994	   379.60	   215.00	     0.04	      261	    11.50	       98	     5600	   -68.12	   -16.51	        0	        0	   -32768	
   946.00	    24323	   255.00	        2	     1.78	    11.34	     8002	   379.20	   215.20	     0.04	      261	    11.50	       98	     5600	   -68.12	   -16.51	        0	        0	   -32768	
   948.00	    24318	   255.00	        2	     1.76	    11.28	     8010	   378.80	   215.00	     0.04	      261	    11.40	       98	     5700	   -68.12	   -16.51	        0	        0	   -32768	
   950.00	    24314	   254.90	        2	     1.75	    11.22	     8017	   378.50	   214.80	     0.04	      261	    11.40	       98	     5700	   -68.12	   -16.51	        0	        0	   -32768	
   952.00	    24310	   254.80	        2	     1.73	    11.15	     8025	   378.10	   214.60	     0.04	      261	    11.30	       98	     5700	   -68.12	   -16.51	        0	        0	   -32768	
   954.00	    24306	   254.70	        2	     1.72	    11.08	     8033	   377.70	   214.50	     0.04	      261	    11.20	       98	     5700	   -68.12	   -16.51	        0	        0	   -32768	
   956.00	    24302	   254.70	        2	     1.72	    11.01	     8040	   377.30	   214.40	     0.04	      261	    11.10	       98	     5800	   -68.12	   -16.51	        0	        0	   -32768	
   958.00	    24298	   254.60	        2	     1.73	    10.94	     8047	   376.90	   214.40	     0.04	      261	    11.10	       98	     5800	   -68.12	   -16.51	        0	        0	   -32768	
   960.00	    24294	   254.60	        2	     1.74	    10.88	     8054	   376.60	   214.30	     0.04	      261	    11.00	       98	     5800	   -68.12	   -16.51	        0	        0	   -32768	
   962.00	    24290	   254.50	        2	     1.76	    10.82	     8061	   376.20	   214.30	     0.04	      261	    11.00	       98	     5800	   -68.12	   -16.51	        0	        0	   -32768	
   964.00	    24286	   254.40	        2	     1.79	    10.77	     8068	   375.90	   214.10	     0.04	      261	    10.90	       98	     5800	   -68.12	   -16.51	        0	        0	   -32768	
   966.00	    24282	   254.40	        2	     1.84	    10.74	     8076	   375.50	   213.90	     0.04	      260	    10.90	       97	     5900	   -68.12	   -16.51	        0	        0	   -32768	
   968.00	    24278	   254.30	        2	     1.89	    10.72	     8084	   375.10	   213.90	     0.04	      260	    10.90	       97	     5900	   -68.12	   -16.51	        0	        0	   -32768	
   970.00	    24273	   254.30	        2	     1.96	    10.71	     8092	   374.70	   213.70	     0.03	      260	    10.90	       97	     5900	   -68.12	   -16.51	        0	        0	   -32768	
   972.00	    24269	   254.20	        1	     2.03	    10.71	     8100	   374.30	   213.60	     0.03	      259	    10.90	       97	     5900	   -68.12	   -16.51	        0	        0	   -32768	
   974.00	    24265	   254.20	        1	     2.11	    10.73	     8107	   373.90	   213.40	     0.03	      259	    10.90	       97	     5900	   -68.12	   -16.51	        0	        0	   -32768	
   976.00	    24261	   254.10	        1	     2.19	    10.75	     8115	   373.50	   213.30	     0.03	      258	    11.00	       97	     6000	   -68.12	   -16.51	        0	        0	   -32768	
   978.00	    24256	   254.10	        1	     2.28	    10.78	     8122	   373.20	   213.20	     0.03	      258	    11.00	       97	     6000	   -68.12	   -16.51	        0	        0	   -32768	
   980.00	    24252	   254.10	        1	     2.36	    10.81	     8130	   372.80	   213.10	     0.03	      258	    11.10	       97	     6000	   -68.12	   -16.51	        0	        0	   -32768	
   982.00	    24248	   254.00	        1	     2.45	    10.84	     8138	   372.40	   212.90	     0.03	      257	    11.10	       97	     6000	   -68.12	   -16.51	        0	        0	   -32768	
   984.00	    24244	   254.00	        1	     2.52	    10.85	     8145	   372.00	   213.00	     0.03	      257	    11.10	       97	     6000	   -68.12	   -16.51	        0	        0	   -32768	
   986.00	    24240	   254.00	        1	     2.60	    10.86	     8152	   371.70	   213.20	     0.03	      257	    11.20	       97	     6100	   -68.12	   -16.51	        0	        0	   -32768	
   988.00	    24236	   253.90	        1	     2.67	    10.86	     8159	   371.30	   213.10	     0.03	      256	    11.20	       97	     6100	   -68.12	   -16.51	        0	        0	   -32768	
   990.00	    24232	   253.90	        1	     2.73	    10.84	     8166	   370.90	   212.90	     0.03	      256	    11.20	       97	     6100	   -68.11	   -16.51	        0	        0	   -32768	
   992.00	    24228	   253.80	        1	     2.79	    10.80	     8173	   370.60	   212.90	     0.03	      256	    11.20	       97	     6100	   -68.11	   -16.51	        0	        0	   -32768	
   994.00	    24225	   253.80	        1	     2.85	    10.75	     8180	   370.30	   212.90	     0.03	      255	    11.10	       96	     6200	   -68.11	   -16.51	        0	        0	   -32768	
   996.00	    24221	   253.70	        2	     2.90	    10.69	     8187	   369.90	   213.40	     0.03	      255	    11.10	       96	     6200	   -68.11	   -16.51	        0	        0	   -32768	
   998.00	    24217	   253.60	        2	     2.95	    10.62	     8194	   369.50	   213.80	     0.04	      254	    11.00	       96	     6200	   -68.11	   -16.51	        0	        0	   -32768	
  1000.00	    24212	   253.60	        2	     3.01	    10.54	     8202	   369.20	   213.50	     0.03	      254	    11.00	       96	     6200	   -68.11	   -16.51	        0	        0	   -32768	
  1002.00	    24208	   253.50	        2	     3.06	    10.47	     8210	   368.80	   213.70	     0.04	      254	    10.90	       96	     6200	   -68.11	   -16.51	        0	        0	   -32768	
  1004.00	    24204	   253.40	        2	     3.12	    10.40	     8217	   368.40	   213.90	     0.04	      253	    10.90	       96	     6300	   -68.11	   -16.51	        0	        0	   -32768	
  1006.00	    24200	   253.30	        2	     3.19	    10.33	     8225	   368.00	   214.00	     0.04	      253	    10.80	       96	     6300	   -68.11	   -16.51	        0	        0	   -32768	
  1008.00	    24196	   253.30	        2	     3.26	    10.28	     8232	   367.70	   213.90	     0.04	      252	    10.80	       96	     6300	   -68.11	   -16.51	        0	        0	   -32768	
  1010.00	    24192	   253.30	        2	     3.33	    10.25	     8240	   367.30	   213.90	     0.04	      252	    10.80	       96	     6300	   -68.11	   -16.51	        0	        0	   -32768	
  1012.00	    24187	   253.20	        2	     3.41	    10.23	     8248	   366.90	   214.00	     0.04	      252	    10.80	       96	     6300	   -68.11	   -16.51	        0	        0	   -32768	
  1014.00	    24183	   253.10	        2	     3.48	    10.24	     8255	   366.50	   214.00	     0.04	      251	    10.80	       96	     6400	   -68.11	   -16.51	        0	        0	   -32768	
  1016.00	    24179	   253.10	        2	     3.56	    10.26	     8262	   366.20	   213.90	     0.04	      251	    10.90	       96	     6400	   -68.11	   -16.51	        0	        0	   -32768	
  1018.00	    24175	   253.00	        2	     3.63	    10.30	     8269	   365.80	   213.90	     0.04	      251	    10.90	       96	     6400	   -68.11	   -16.51	        0	        0	   -32768	
  1020.00	    24171	   253.00	        2	     3.69	    10.36	     8277	   365.50	   214.00	     0.04	      250	    11.00	       95	     6400	   -68.11	   -16.51	        0	        0	   -32768	
  1022.00	    24167	   252.90	        2	     3.75	    10.44	     8285	   365.10	   214.00	     0.04	      250	    11.10	       95	     6400	   -68.11	   -16.51	        0	        0	   -32768	
  1024.00	    24163	   252.90	        2	     3.80	    10.54	     8292	   364.70	   214.00	     0.04	      250	    11.20	       95	     6400	   -68.11	   -16.51	        0	        0	   -32768	
  1026.00	    24158	   252.90	        2	     3.83	    10.64	     8301	   364.30	   214.00	     0.04	      250	    11.30	       95	     6500	   -68.11	   -16.51	        0	        0	   -32768	
  1028.00	    24153	   252.80	        2	     3.86	    10.76	     8309	   363.90	   214.00	     0.04	      250	    11.40	       95	     6500	   -68.11	   -16.51	        0	        0	   -32768	
  1030.00	    24149	   252.80	        2	     3.87	    10.87	     8317	   363.50	   213.80	     0.04	      250	    11.50	       95	     6500	   -68.11	   -16.51	        6	        6	   -32768	
  1032.00	    24145	   252.80	        2	     3.88	    11.00	     8325	   363.10	   213.60	     0.04	      251	    11.70	       95	     6500	   -68.11	   -16.51	        0	        0	   -32768	
  1034.00	    24140	   252.80	        2	     3.89	    11.12	     8332	   362.70	   213.40	     0.03	      251	    11.80	       95	     6600	   -68.11	   -16.51	        0	        0	   -32768	
  1036.00	    24136	   252.80	        2	     3.88	    11.23	     8340	   362.40	   213.20	     0.03	      251	    11.90	       95	     6600	   -68.11	   -16.51	        0	        0	   -32768	
  1038.00	    24132	   252.80	        2	     3.87	    11.34	     8347	   362.00	   213.20	     0.03	      251	    12.00	       95	     6600	   -68.11	   -16.51	        0	        0	   -32768	
  1040.00	    24128	   252.80	        2	     3.86	    11.44	     8355	   361.60	   213.10	     0.03	      251	    12.10	       95	     6600	   -68.11	   -16.51	        0	        0	   -32768	
  1042.00	    24124	   252.70	        2	     3.85	    11.54	     8363	   361.30	   213.10	     0.03	      252	    12.20	       94	     6600	   -68.11	   -16.51	        0	        0	   -32768	
  1044.00	    24119	   252.60	        2	     3.84	    11.63	     8370	   360.90	   213.00	     0.03	      252	    12.20	       94	     6700	   -68.11	   -16.51	        0	        0	   -32768	
  1046.00	    24115	   252.60	        2	     3.84	    11.70	     8378	   360.50	   213.00	     0.03	      252	    12.30	       94	     6700	   -68.11	   -16.51	        0	        0	   -32768	
  1048.00	    24111	   252.50	        2	     3.83	    11.76	     8386	   360.10	   213.00	     0.03	      252	    12.40	       94	     6700	   -68.11	   -16.51	        0	        0	   -32768	
  1050.00	    24106	   252.50	        2	     3.82	    11.82	     8395	   359.70	   213.00	     0.03	      252	    12.40	       94	     6700	   -68.11	   -16.51	        0	        0	   -32768	
  1052.00	    24101	   252.40	        2	     3.81	    11.87	     8403	   359.30	   212.90	     0.03	      252	    12.50	       94	     6800	   -68.11	   -16.51	        0	        0	   -32768	
  1054.00	    24097	   252.40	        2	     3.80	    11.91	     8410	   358.90	   212.90	     0.03	      252	    12.50	       94	     6800	   -68.11	   -16.51	        0	        0	   -32768	
  1056.00	    24093	   252.30	        2	     3.79	    11.94	     8418	   358.60	   212.90	     0.03	      252	    12.50	       94	     6800	   -68.11	   -16.51	        0	        0	   -32768	
  1058.00	    24089	   252.30	        2	     3.78	    11.96	     8425	   358.20	   212.90	     0.03	      252	    12.50	       94	     6800	   -68.11	   -16.51	        0	        0	   -32768	
  1060.00	    24085	   252.30	        2	     3.76	    11.97	     8433	   357.80	   212.80	     0.03	      253	    12.60	       94	     6900	   -68.11	   -16.51	        0	        0	   -32768	
  1062.00	    24080	   252.20	        2	     3.75	    11.98	     8441	   357.50	   212.60	     0.03	      253	    12.60	       94	     6900	   -68.11	   -16.51	        0	        0	   -32768	
  1064.00	    24076	   252.10	        2	     3.73	    11.99	     8448	   357.10	   212.50	     0.03	      253	    12.60	       94	     6900	   -68.11	   -16.51	        0	        0	   -32768	
  1066.00	    24072	   252.10	        1	     3.71	    11.98	     8456	   356.70	   212.20	     0.03	      253	    12.50	       94	     6900	   -68.11	   -16.51	        0	        0	   -32768	
  1068.00	    24067	   252.00	        1	     3.69	    11.98	     8465	   356.30	   211.80	     0.03	      253	    12.50	       94	     6900	   -68.11	   -16.51	        0	        0	   -32768	
  1070.00	    24062	   251.90	        1	     3.66	    11.97	     8473	   355.90	   211.80	     0.03	      253	    12.50	       93	     7000	   -68.11	   -16.51	        0	        0	   -32768	
  1072.00	    24058	   251.90	        1	     3.64	    11.96	     8481	   355.50	   211.80	     0.03	      253	    12.50	       93	     7000	   -68.11	   -16.51	        0	        0	   -32768	
  1074.00	    24054	   251.80	        1	     3.61	    11.95	     8489	   355.10	   211.90	     0.03	      253	    12.50	       93	     7000	   -68.11	   -16.51	        0	        0	   -32768	
  1076.00	    24049	   251.80	        1	     3.58	    11.94	     8497	   354.70	   211.90	     0.03	      253	    12.50	       93	     7000	   -68.11	   -16.51	        0	        0	   -32768	
  1078.00	    24045	   251.70	        1	     3.55	    11.93	     8505	   354.30	   211.80	     0.03	      253	    12.40	       93	     7100	   -68.11	   -16.51	        0	        0	   -32768	
  1080.00	    24040	   251.60	        1	     3.52	    11.93	     8513	   353.90	   211.80	     0.03	      254	    12.40	       93	     7100	   -68.11	   -16.51	        0	        0	   -32768	
  1082.00	    24036	   251.60	        1	     3.48	    11.92	     8521	   353.60	   211.80	     0.03	      254	    12.40	       93	     7100	   -68.11	   -16.51	        0	        0	   -32768	
  1084.00	    24031	   251.50	        1	     3.46	    11.92	     8530	   353.20	   211.70	     0.03	      254	    12.40	       93	     7100	   -68.10	   -16.51	        0	        0	   -32768	
  1086.00	    24026	   251.40	        1	     3.43	    11.93	     8538	   352.80	   211.60	     0.03	      254	    12.40	       93	     7200	   -68.10	   -16.51	        0	        0	   -32768	
  1088.00	    24022	   251.40	        1	     3.41	    11.93	     8546	   352.40	   211.60	     0.03	      254	    12.40	       93	     7200	   -68.10	   -16.51	        0	        0	   -32768	
  1090.00	    24018	   251.30	        1	     3.39	    11.94	     8553	   352.00	   211.50	     0.03	      254	    12.40	       93	     7200	   -68.10	   -16.51	        0	        0	   -32768	
  1092.00	    24013	   251.30	        1	     3.38	    11.95	     8562	   351.60	   211.50	     0.03	      254	    12.40	       93	     7200	   -68.10	   -16.51	        0	        0	   -32768	
  1094.00	    24008	   251.20	        1	     3.37	    11.97	     8570	   351.20	   211.50	     0.03	      254	    12.40	       93	     7300	   -68.10	   -16.51	        0	        0	   -32768	
  1096.00	    24004	   251.10	        2	     3.37	    11.98	     8577	   350.90	   211.60	     0.03	      254	    12.40	       93	     7300	   -68.10	   -16.51	        0	        0	   -32768	
  1098.00	    24000	   251.10	        2	     3.38	    12.00	     8585	   350.50	   211.60	     0.03	      254	    12.50	       93	     7300	   -68.10	   -16.51	        0	        0	   -32768	
  1100.00	    23995	   251.00	        2	     3.38	    12.02	     8593	   350.10	   211.60	     0.03	      254	    12.50	       92	     7300	   -68.10	   -16.51	        0	        0	   -32768	
  1102.00	    23991	   251.00	        2	     3.39	    12.04	     8601	   349.70	   211.60	     0.03	      254	    12.50	       92	     7300	   -68.10	   -16.51	        0	        0	   -32768	
  1104.00	    23987	   250.90	        2	     3.40	    12.07	     8609	   349.40	   211.60	     0.03	      254	    12.50	       92	     7400	   -68.10	   -16.51	        0	        0	   -32768	
  1106.00	    23982	   250.80	        2	     3.40	    12.09	     8617	   349.00	   211.50	     0.03	      254	    12.60	       92	     7400	   -68.10	   -16.51	        0	        0	   -32768	
  1108.00	    23978	   250.70	        2	     3.40	    12.12	     8625	   348.60	   211.60	     0.03	      254	    12.60	       92	     7400	   -68.10	   -16.51	        0	        0	   -32768	
  1110.00	    23974	   250.70	        2	     3.39	    12.16	     8632	   348.30	   211.60	     0.03	      254	    12.60	       92	     7400	   -68.10	   -16.51	        0	        0	   -32768	
  1112.00	    23970	   250.60	        2	     3.37	    12.20	     8639	   347.90	   211.50	     0.03	      255	    12.70	       92	     7500	   -68.10	   -16.51	        0	        0	   -32768	
  1114.00	    23965	   250.60	        2	     3.35	    12.24	     8647	   347.60	   211.50	     0.03	      255	    12.70	       92	     7500	   -68.10	   -16.51	        0	        0	   -32768	
  1116.00	    23961	   250.50	        2	     3.31	    12.30	     8655	   347.20	   211.50	     0.03	      255	    12.70	       92	     7500	   -68.10	   -16.51	        0	        0	   -32768	
  1118.00	    23957	   250.50	        2	     3.26	    12.36	     8663	   346.80	   211.50	     0.03	      255	    12.80	       92	     7500	   -68.10	   -16.51	        0	        0	   -32768	
  1120.00	    23952	   250.40	        2	     3.21	    12.42	     8671	   346.50	   211.50	     0.03	      256	    12.80	       92	     7600	   -68.10	   -16.51	        0	        0	   -32768	
  1122.00	    23947	   250.30	        2	     3.14	    12.50	     8679	   346.00	   211.50	     0.03	      256	    12.90	       92	     7600	   -68.10	   -16.51	        0	        0	   -32768	
  1124.00	    23943	   250.30	        2	     3.07	    12.57	     8688	   345.60	   211.60	     0.03	      256	    12.90	       92	     7600	   -68.10	   -16.51	        0	        0	   -32768	
  1126.00	    23939	   250.20	        2	     2.98	    12.66	     8695	   345.30	   211.70	     0.03	      257	    13.00	       92	     7600	   -68.10	   -16.51	        0	        0	   -32768	
  1128.00	    23934	   250.20	        2	     2.89	    12.75	     8703	   344.90	   211.90	     0.03	      257	    13.10	       92	     7700	   -68.10	   -16.51	        0	        0	   -32768	
  1130.00	    23930	   250.10	        2	     2.80	    12.85	     8710	   344.60	   212.20	     0.03	      258	    13.10	       92	     7700	   -68.10	   -16.51	        0	        0	   -32768	
  1132.00	    23926	   250.10	        2	     2.69	    12.94	     8718	   344.20	   212.50	     0.03	      258	    13.20	       92	     7700	   -68.10	   -16.51	        0	        0	   -32768	
  1134.00	    23921	   250.00	        2	     2.58	    13.04	     8726	   343.80	   212.60	     0.03	      259	    13.30	       92	     7700	   -68.10	   -16.51	        0	        0	   -32768	
  1136.00	    23917	   250.00	        2	     2.46	    13.14	     8734	   343.50	   212.60	     0.03	      259	    13.40	       91	     7800	   -68.10	   -16.51	        0	        0	   -32768	
  1138.00	    23912	   250.00	        2	     2.35	    13.24	     8742	   343.10	   212.50	     0.03	      260	    13.40	       91	     7800	   -68.10	   -16.51	        0	        0	   -32768	
  1140.00	    23908	   249.90	        2	     2.23	    13.34	     8750	   342.70	   212.50	     0.03	      261	    13.50	       91	     7800	   -68.10	   -16.51	        0	        0	   -32768	
  1142.00	    23903	   249.90	        2	     2.12	    13.45	     8758	   342.30	   212.60	     0.03	      261	    13.60	       91	     7800	   -68.10	   -16.51	        0	        0	   -32768	
  1144.00	    23899	   249.90	        2	     2.02	    13.55	     8766	   341.90	   212.70	     0.03	      262	    13.70	       91	     7900	   -68.10	   -16.51	        0	        0	   -32768	
  1146.00	    23894	   249.80	        2	     1.93	    13.65	     8775	   341.60	   212.60	     0.03	      262	    13.80	       91	     7900	   -68.10	   -16.51	        0	        0	   -32768	
  1148.00	    23890	   249.80	        2	     1.86	    13.76	     8782	   341.20	   212.50	     0.03	      262	    13.90	       91	     7900	   -68.10	   -16.51	        0	        0	   -32768	
  1150.00	    23885	   249.70	        2	     1.80	    13.86	     8790	   340.80	   212.40	     0.03	      263	    14.00	       91	     8000	   -68.10	   -16.51	        4	        4	   -32768	
  1152.00	    23881	   249.70	        2	     1.78	    13.97	     8799	   340.40	   212.20	     0.03	      263	    14.10	       91	     8000	   -68.10	   -16.51	        0	        0	   -32768	
  1154.00	    23876	   249.60	        2	     1.77	    14.08	     8807	   340.10	   212.00	     0.03	      263	    14.20	       91	     8000	   -68.10	   -16.51	        0	        0	   -32768	
  1156.00	    23871	   249.60	        2	     1.79	    14.19	     8816	   339.70	   211.90	     0.03	      263	    14.30	       91	     8000	   -68.10	   -16.51	        0	        0	   -32768	
  1158.00	    23866	   249.50	        2	     1.84	    14.31	     8824	   339.30	   211.80	     0.03	      263	    14.40	       91	     8100	   -68.10	   -16.51	        0	        0	   -32768	
  1160.00	    23862	   249.50	        2	     1.91	    14.42	     8832	   338.90	   211.70	     0.03	      262	    14.50	       91	     8100	   -68.10	   -16.51	        0	        0	   -32768	
  1162.00	    23857	   249.50	        2	     2.01	    14.53	     8840	   338.50	   211.70	     0.03	      262	    14.70	       91	     8100	   -68.10	   -16.51	        0	        0	   -32768	
  1164.00	    23853	   249.50	        2	     2.12	    14.64	     8849	   338.10	   211.70	     0.03	      262	    14.80	       91	     8200	   -68.10	   -16.51	        0	        0	   -32768	
  1166.00	    23848	   249.50	        2	     2.25	    14.74	     8858	   337.70	   211.80	     0.03	      261	    14.90	       91	     8200	   -68.10	   -16.51	        0	        0	   -32768	
  1168.00	    23843	   249.50	        2	     2.39	    14.84	     8866	   337.30	   211.90	     0.03	      261	    15.00	       91	     8200	   -68.09	   -16.51	        0	        0	   -32768	
  1170.00	    23839	   249.50	        2	     2.53	    14.94	     8873	   337.00	   212.00	     0.03	      260	    15.20	       91	     8200	   -68.09	   -16.51	        0	        0	   -32768	
  1172.00	    23834	   249.40	        2	     2.68	    15.03	     8881	   336.60	   212.10	     0.03	      260	    15.30	       91	     8300	   -68.09	   -16.51	        0	        0	   -32768	
  1174.00	    23829	   249.40	        2	     2.83	    15.11	     8890	   336.20	   212.20	     0.03	      259	    15.40	       91	     8300	   -68.09	   -16.51	        0	        0	   -32768	
  1176.00	    23825	   249.40	        2	     2.98	    15.19	     8898	   335.80	   212.20	     0.03	      259	    15.50	       91	     8300	   -68.09	   -16.51	        0	        0	   -32768	
  1178.00	    23820	   249.30	        2	     3.12	    15.26	     8906	   335.50	   212.20	     0.03	      258	    15.60	       91	     8400	   -68.09	   -16.51	        0	        0	   -32768	
  1180.00	    23815	   249.30	        2	     3.26	    15.32	     8915	   335.10	   212.30	     0.03	      258	    15.70	       91	     8400	   -68.09	   -16.51	        0	        0	   -32768	
  1182.00	    23811	   249.20	        2	     3.41	    15.38	     8923	   334.70	   212.40	     0.03	      258	    15.70	       91	     8400	   -68.09	   -16.51	        0	        0	   -32768	
  1184.00	    23807	   249.20	        2	     3.55	    15.43	     8931	   334.30	   212.50	     0.03	      257	    15.80	       91	     8500	   -68.09	   -16.51	        0	        0	   -32768	
  1186.00	    23802	   249.10	        2	     3.68	    15.48	     8938	   334.00	   212.50	     0.03	      257	    15.90	       91	     8500	   -68.09	   -16.51	        0	        0	   -32768	
  1188.00	    23798	   249.10	        2	     3.82	    15.52	     8946	   333.60	   212.50	     0.03	      256	    16.00	       91	     8500	   -68.09	   -16.51	        0	        0	   -32768	
  1190.00	    23793	   249.00	        2	     3.95	    15.56	     8954	   333.30	   212.50	     0.03	      256	    16.10	       90	     8600	   -68.09	   -16.51	        0	        0	   -32768	
  1192.00	    23789	   249.00	        2	     4.08	    15.60	     8962	   332.90	   212.50	     0.03	      255	    16.10	       90	     8600	   -68.09	   -16.51	        0	        0	   -32768	
  1194.00	    23784	   249.00	        2	     4.21	    15.64	     8971	   332.50	   212.50	     0.03	      255	    16.20	       90	     8600	   -68.09	   -16.51	        0	        0	   -32768	
  1196.00	    23779	   248.90	        2	     4.34	    15.68	     8979	   332.10	   212.30	     0.03	      255	    16.30	       90	     8600	   -68.09	   -16.51	        0	        0	   -32768	
  1198.00	    23775	   248.80	        2	     4.46	    15.72	     8987	   331.80	   212.00	     0.03	      254	    16.30	       90	     8700	   -68.09	   -16.51	        0	        0	   -32768	
  1200.00	    23771	   248.70	        2	     4.58	    15.77	     8995	   331.40	   212.00	     0.03	      254	    16.40	       90	     8700	   -68.09	   -16.50	        0	        0	   -32768	
  1202.00	    23766	   248.70	        2	     4.69	    15.82	     9003	   331.00	   212.10	     0.03	      253	    16.50	       90	     8700	   -68.09	   -16.50	        0	        0	   -32768	
  1204.00	    23761	   248.60	        2	     4.80	    15.89	     9011	   330.70	   212.10	     0.03	      253	    16.60	       90	     8800	   -68.09	   -16.50	        0	        0	   -32768	
  1206.00	    23757	   248.60	        2	     4.91	    15.96	     9019	   330.30	   212.10	     0.03	      253	    16.70	       90	     8800	   -68.09	   -16.50	        0	        0	   -32768	
  1208.00	    23752	   248.50	        2	     5.00	    16.05	     9027	   329.90	   212.10	     0.03	      253	    16.80	       90	     8800	   -68.09	   -16.50	        0	        0	   -32768	
  1210.00	    23748	   248.50	        2	     5.10	    16.14	     9036	   329.60	   212.10	     0.03	      252	    16.90	       90	     8900	   -68.09	   -16.50	        0	        0	   -32768	
  1212.00	    23743	   248.40	        2	     5.18	    16.26	     9044	   329.20	   212.10	     0.03	      252	    17.10	       90	     8900	   -68.09	   -16.50	        0	        0	   -32768	
  1214.00	    23739	   248.30	        2	     5.27	    16.38	     9052	   328.80	   212.10	     0.03	      252	    17.20	       90	     8900	   -68.09	   -16.50	        0	        0	   -32768	
  1216.00	    23734	   248.30	        2	     5.35	    16.52	     9059	   328.50	   212.10	     0.03	      252	    17.40	       90	     9000	   -68.09	   -16.50	        0	        0	   -32768	
  1218.00	    23730	   248.20	        2	     5.42	    16.68	     9067	   328.10	   212.10	     0.03	      252	    17.50	       90	     9000	   -68.09	   -16.50	        0	        0	   -32768	
  1220.00	    23725	   248.20	        2	     5.49	    16.85	     9075	   327.80	   212.10	     0.03	      252	    17.70	       90	     9000	   -68.09	   -16.50	        0	        0	   -32768	
  1222.00	    23721	   248.10	        2	     5.56	    17.03	     9083	   327.40	   212.10	     0.03	      252	    17.90	       89	     9100	   -68.09	   -16.50	        0	        0	   -32768	
  1224.00	    23716	   248.10	        2	     5.62	    17.21	     9091	   327.10	   212.20	     0.03	      252	    18.10	       89	     9100	   -68.09	   -16.50	        0	        0	   -32768	
  1226.00	    23712	   248.00	        2	     5.69	    17.40	     9099	   326.70	   212.00	     0.03	      252	    18.30	       89	     9100	   -68.09	   -16.50	        0	        0	   -32768	
  1228.00	    23707	   248.00	        2	     5.75	    17.60	     9107	   326.30	   212.00	     0.03	      252	    18.50	       89	     9200	   -68.09	   -16.50	        0	        0	   -32768	
  1230.00	    23703	   247.90	        2	     5.80	    17.81	     9115	   326.00	   212.00	     0.03	      252	    18.70	       89	     9200	   -68.09	   -16.50	        0	        0	   -32768	
  1232.00	    23698	   247.90	        2	     5.85	    18.02	     9123	   325.60	   212.10	     0.03	      252	    18.90	       89	     9200	   -68.09	   -16.50	        0	        0	   -32768	
  1234.00	    23694	   247.80	        2	     5.89	    18.22	     9131	   325.30	   212.10	     0.03	      252	    19.10	       89	     9300	   -68.08	   -16.50	        0	        0	   -32768	
  1236.00	    23690	   247.80	        2	     5.93	    18.43	     9139	   324.90	   212.10	     0.03	      252	    19.40	       89	     9300	   -68.08	   -16.50	        0	        0	   -32768	
  1238.00	    23685	   247.70	        2	     5.97	    18.64	     9147	   324.60	   212.10	     0.03	      252	    19.60	       89	     9400	   -68.08	   -16.50	        0	        0	   -32768	
  1240.00	    23680	   247.70	        2	     6.01	    18.85	     9155	   324.20	   212.10	     0.03	      252	    19.80	       89	     9400	   -68.08	   -16.50	        0	        0	   -32768	
  1242.00	    23676	   247.60	        2	     6.04	    19.06	     9163	   323.80	   212.10	     0.03	      252	    20.00	       89	     9400	   -68.08	   -16.50	        0	        0	   -32768	
