
Conversion of EDT data from sounding archive file D:\SoundingArchive\LaPaz_20161101_115751.dc3db

Information about sounding:
==================================

Station:                  85201 LaPaz
Launch time:              2016-11-01 11:57:51 UTC
RS type:                  RS92-SGP
RS number:                Z3837556
Reason for termination:   Increasing pressure
Sounding SW version:      MW31 3.66
Use2010CalculationForTU   Yes

==================================


Information about map: EDT                 
==================================


   Record name:    Unit:           Data type:          Divisor: Offset:
   ---------------------------------------------------------------------
    time            sec             float (4)          1        0       
    Pscl            ln              short (2)          1        0       
    T               K               short (2)          10       0       
    RH              %               short (2)          1        0       
    v               m/s             short (2)          -100     0       
    u               m/s             short (2)          -100     0       
    Height          m               short (2)          1        30000   
    P               hPa             short (2)          10       0       
    TD              K               short (2)          10       0       
    MR              g/kg            short (2)          100      0       
    DD              dgr             short (2)          1        0       
    FF              m/s             short (2)          10       0       
    AZ              dgr             short (2)          1        0       
    Range           m               short (2)          0.01     0       
    Lon             dgr             short (2)          100      0       
    Lat             dgr             short (2)          100      0       
    SpuKey          bitfield        unsigned short (2) 1        0       
    UsrKey          bitfield        unsigned short (2) 1        0       
    RadarH          m               short (2)          1        30000   

*************************************************************************************************

     time	     Pscl	        T	       RH	        v	        u	   Height	        P	       TD	       MR	       DD	       FF	       AZ	    Range	      Lon	      Lat	   SpuKey	   UsrKey	   RadarH	
     0.00	    26377	   279.20	       78	     0.00	     0.00	     4065	   626.20	   275.60	     7.28	        0	     0.00	      180	        0	   -68.17	   -16.50	    49159	    49159	     4065	
     2.00	    26363	   281.00	       71	     0.40	    -0.84	     4093	   624.10	   276.20	     7.61	      116	     0.90	      227	      100	   -68.17	   -16.51	    32768	    32768	   -32768	
     4.00	    26355	   281.00	       74	     0.55	    -0.87	     4108	   622.90	   276.70	     7.93	      122	     1.00	      233	      100	   -68.17	   -16.51	        0	        0	   -32768	
     6.00	    26352	   280.90	       76	     0.42	    -0.93	     4115	   622.40	   276.90	     8.05	      114	     1.00	      234	      100	   -68.17	   -16.51	        0	        0	   -32768	
     8.00	    26348	   280.90	       77	     0.34	    -0.98	     4123	   621.80	   277.10	     8.16	      109	     1.00	      235	      100	   -68.17	   -16.51	        0	        0	   -32768	
    10.00	    26343	   280.80	       78	     0.23	    -1.02	     4133	   621.10	   277.30	     8.27	      103	     1.00	      240	      100	   -68.17	   -16.51	        0	        0	   -32768	
    12.00	    26338	   280.80	       78	     0.11	    -1.06	     4143	   620.30	   277.20	     8.27	       96	     1.10	      242	      100	   -68.17	   -16.51	        0	        0	   -32768	
    14.00	    26334	   280.60	       79	    -0.01	    -1.10	     4152	   619.70	   277.20	     8.25	       89	     1.10	      239	      100	   -68.17	   -16.51	        0	        0	   -32768	
    16.00	    26329	   280.50	       80	    -0.13	    -1.14	     4161	   619.00	   277.20	     8.28	       83	     1.20	      237	      100	   -68.17	   -16.51	        0	        0	   -32768	
    18.00	    26324	   280.40	       81	    -0.26	    -1.18	     4172	   618.10	   277.30	     8.35	       78	     1.20	      238	      100	   -68.17	   -16.51	        0	        0	   -32768	
    20.00	    26317	   280.30	       81	    -0.38	    -1.20	     4185	   617.10	   277.30	     8.36	       73	     1.30	      238	      100	   -68.17	   -16.51	        0	        0	   -32768	
    22.00	    26311	   280.20	       81	    -0.49	    -1.21	     4198	   616.20	   277.20	     8.30	       68	     1.30	      236	      100	   -68.17	   -16.51	        0	        0	   -32768	
    24.00	    26305	   280.10	       81	    -0.61	    -1.22	     4211	   615.20	   277.10	     8.24	       63	     1.40	      236	      100	   -68.17	   -16.51	        0	        0	   -32768	
    26.00	    26298	   280.00	       82	    -0.72	    -1.20	     4223	   614.30	   277.10	     8.27	       59	     1.40	      236	      100	   -68.17	   -16.51	        0	        0	   -32768	
    28.00	    26292	   279.90	       81	    -0.82	    -1.16	     4235	   613.40	   277.00	     8.19	       55	     1.40	      237	      100	   -68.17	   -16.51	        0	        0	   -32768	
    30.00	    26286	   279.80	       80	    -0.93	    -1.08	     4247	   612.50	   276.70	     8.03	       49	     1.40	      238	      100	   -68.17	   -16.51	        0	        0	   -32768	
    32.00	    26280	   279.70	       80	    -1.04	    -0.99	     4260	   611.60	   276.50	     7.95	       43	     1.40	      240	      100	   -68.17	   -16.51	        0	        0	   -32768	
    34.00	    26274	   279.60	       80	    -1.17	    -0.87	     4272	   610.60	   276.40	     7.91	       37	     1.50	      242	      100	   -68.17	   -16.51	        0	        0	   -32768	
    36.00	    26268	   279.50	       81	    -1.31	    -0.73	     4285	   609.70	   276.50	     7.99	       29	     1.50	      244	      100	   -68.17	   -16.51	        0	        0	   -32768	
    38.00	    26261	   279.30	       83	    -1.46	    -0.57	     4298	   608.80	   276.70	     8.10	       21	     1.60	      243	      100	   -68.17	   -16.51	        0	        0	   -32768	
    40.00	    26256	   279.30	       84	    -1.62	    -0.38	     4308	   608.00	   276.80	     8.14	       13	     1.70	      238	      100	   -68.17	   -16.51	    16384	    16384	   -32768	
    42.00	    26251	   279.20	       83	    -1.79	    -0.18	     4319	   607.20	   276.60	     8.05	        6	     1.80	      231	      100	   -68.17	   -16.51	        0	        0	   -32768	
    44.00	    26245	   279.20	       80	    -1.97	     0.02	     4331	   606.30	   276.00	     7.71	      359	     2.00	      229	      100	   -68.17	   -16.51	        0	        0	   -32768	
    46.00	    26238	   279.10	       77	    -2.13	     0.23	     4344	   605.40	   275.50	     7.45	      354	     2.10	      233	      100	   -68.17	   -16.51	        0	        0	   -32768	
    48.00	    26231	   279.00	       76	    -2.27	     0.44	     4358	   604.30	   275.10	     7.29	      349	     2.30	      236	      100	   -68.17	   -16.51	        0	        0	   -32768	
    50.00	    26225	   278.90	       76	    -2.40	     0.64	     4370	   603.50	   275.00	     7.21	      345	     2.50	      233	      100	   -68.17	   -16.51	        0	        0	   -32768	
    52.00	    26221	   278.90	       75	    -2.49	     0.84	     4379	   602.80	   274.90	     7.18	      341	     2.60	      226	      100	   -68.17	   -16.51	        0	        0	   -32768	
    54.00	    26216	   278.90	       75	    -2.56	     1.04	     4388	   602.10	   274.70	     7.10	      338	     2.80	      222	      100	   -68.17	   -16.51	        0	        0	   -32768	
    56.00	    26212	   278.90	       74	    -2.59	     1.22	     4397	   601.40	   274.50	     6.99	      335	     2.90	      220	      100	   -68.17	   -16.51	        0	        0	   -32768	
    58.00	    26206	   278.90	       72	    -2.58	     1.40	     4409	   600.60	   274.20	     6.83	      332	     2.90	      218	      100	   -68.17	   -16.51	        0	        0	   -32768	
    60.00	    26201	   278.90	       71	    -2.55	     1.57	     4419	   599.90	   274.00	     6.74	      328	     3.00	      214	      100	   -68.17	   -16.51	        0	        0	   -32768	
    62.00	    26196	   278.80	       70	    -2.48	     1.74	     4429	   599.10	   273.70	     6.64	      325	     3.00	      210	      100	   -68.17	   -16.51	        0	        0	   -32768	
    64.00	    26191	   278.80	       69	    -2.41	     1.91	     4438	   598.40	   273.60	     6.56	      322	     3.10	      209	      100	   -68.17	   -16.51	        0	        0	   -32768	
    66.00	    26186	   278.70	       69	    -2.34	     2.07	     4448	   597.70	   273.50	     6.56	      318	     3.10	      209	      200	   -68.17	   -16.51	        0	        0	   -32768	
    68.00	    26182	   278.60	       69	    -2.26	     2.24	     4456	   597.10	   273.40	     6.50	      315	     3.20	      208	      200	   -68.17	   -16.51	        0	        0	   -32768	
    70.00	    26178	   278.50	       69	    -2.19	     2.41	     4464	   596.50	   273.30	     6.44	      312	     3.30	      203	      100	   -68.17	   -16.51	        0	        0	   -32768	
    72.00	    26174	   278.50	       68	    -2.13	     2.57	     4473	   595.90	   273.10	     6.39	      310	     3.30	      198	      200	   -68.17	   -16.51	        0	        0	   -32768	
    74.00	    26170	   278.40	       69	    -2.10	     2.74	     4481	   595.30	   273.10	     6.40	      308	     3.50	      198	      200	   -68.17	   -16.51	        0	        0	   -32768	
    76.00	    26166	   278.40	       69	    -2.10	     2.90	     4489	   594.70	   273.10	     6.39	      306	     3.60	      198	      200	   -68.17	   -16.51	        0	        0	   -32768	
    78.00	    26160	   278.30	       68	    -2.12	     3.07	     4499	   594.00	   273.00	     6.34	      305	     3.70	      196	      100	   -68.17	   -16.51	        0	        0	   -32768	
    80.00	    26156	   278.20	       68	    -2.14	     3.23	     4509	   593.30	   272.80	     6.28	      304	     3.90	      193	      100	   -68.17	   -16.51	        0	        0	   -32768	
    82.00	    26151	   278.10	       69	    -2.18	     3.38	     4518	   592.60	   272.80	     6.28	      303	     4.00	      190	      200	   -68.17	   -16.51	        0	        0	   -32768	
    84.00	    26146	   278.00	       69	    -2.23	     3.52	     4527	   591.90	   272.80	     6.28	      302	     4.20	      187	      200	   -68.17	   -16.51	        0	        0	   -32768	
    86.00	    26142	   278.00	       68	    -2.28	     3.66	     4536	   591.30	   272.60	     6.20	      302	     4.30	      184	      200	   -68.17	   -16.51	        0	        0	   -32768	
    88.00	    26138	   278.00	       66	    -2.33	     3.78	     4544	   590.70	   272.20	     6.03	      302	     4.40	      180	      200	   -68.17	   -16.51	        0	        0	   -32768	
    90.00	    26134	   278.20	       62	    -2.38	     3.88	     4552	   590.20	   271.50	     5.74	      302	     4.60	      177	      200	   -68.17	   -16.51	        0	        0	   -32768	
    92.00	    26130	   278.30	       59	    -2.42	     3.97	     4561	   589.50	   271.00	     5.50	      301	     4.60	      175	      200	   -68.17	   -16.51	        0	        0	   -32768	
    94.00	    26126	   278.20	       58	    -2.44	     4.05	     4569	   589.00	   270.70	     5.39	      301	     4.70	      173	      200	   -68.17	   -16.51	    16384	    16384	   -32768	
    96.00	    26122	   278.20	       59	    -2.46	     4.11	     4577	   588.40	   270.80	     5.44	      301	     4.80	      172	      200	   -68.17	   -16.51	        0	        0	   -32768	
    98.00	    26118	   278.10	       61	    -2.46	     4.17	     4584	   587.80	   271.10	     5.57	      301	     4.80	      169	      200	   -68.17	   -16.51	        0	        0	   -32768	
   100.00	    26114	   278.00	       63	    -2.47	     4.21	     4592	   587.30	   271.50	     5.73	      300	     4.90	      167	      200	   -68.17	   -16.51	        0	        0	   -32768	
   102.00	    26110	   277.90	       64	    -2.48	     4.24	     4600	   586.70	   271.80	     5.86	      300	     4.90	      165	      200	   -68.17	   -16.51	        0	        0	   -32768	
   104.00	    26106	   277.80	       65	    -2.49	     4.26	     4607	   586.20	   271.80	     5.89	      300	     4.90	      163	      200	   -68.17	   -16.51	        0	        0	   -32768	
   106.00	    26102	   277.70	       65	    -2.49	     4.29	     4616	   585.60	   271.80	     5.90	      300	     5.00	      162	      200	   -68.17	   -16.51	        0	        0	   -32768	
   108.00	    26098	   277.70	       66	    -2.51	     4.32	     4625	   584.90	   271.90	     5.93	      300	     5.00	      161	      200	   -68.17	   -16.51	        0	        0	   -32768	
   110.00	    26093	   277.60	       67	    -2.53	     4.34	     4634	   584.30	   272.00	     5.98	      300	     5.00	      159	      200	   -68.17	   -16.51	        0	        0	   -32768	
   112.00	    26088	   277.50	       67	    -2.55	     4.35	     4643	   583.60	   272.00	     6.01	      300	     5.00	      157	      300	   -68.17	   -16.51	        0	        0	   -32768	
   114.00	    26084	   277.40	       67	    -2.56	     4.38	     4652	   583.00	   272.00	     5.99	      300	     5.10	      156	      300	   -68.17	   -16.51	        6	        6	   -32768	
   116.00	    26080	   277.40	       67	    -2.57	     4.40	     4659	   582.40	   271.70	     5.89	      300	     5.10	      155	      300	   -68.17	   -16.51	        0	        0	   -32768	
   118.00	    26076	   277.30	       66	    -2.58	     4.43	     4667	   581.90	   271.50	     5.81	      300	     5.10	      153	      300	   -68.17	   -16.51	        0	        0	   -32768	
   120.00	    26073	   277.30	       66	    -2.59	     4.46	     4675	   581.40	   271.40	     5.77	      300	     5.20	      152	      300	   -68.17	   -16.51	        0	        0	   -32768	
   122.00	    26069	   277.20	       66	    -2.60	     4.49	     4682	   580.80	   271.40	     5.79	      300	     5.20	      152	      300	   -68.17	   -16.51	        0	        0	   -32768	
   124.00	    26065	   277.20	       66	    -2.59	     4.52	     4690	   580.30	   271.50	     5.81	      300	     5.20	      151	      300	   -68.17	   -16.51	        0	        0	   -32768	
   126.00	    26062	   277.10	       67	    -2.59	     4.56	     4697	   579.80	   271.50	     5.81	      300	     5.20	      150	      300	   -68.17	   -16.51	        0	        0	   -32768	
   128.00	    26058	   277.00	       67	    -2.57	     4.59	     4704	   579.30	   271.40	     5.79	      299	     5.30	      149	      300	   -68.17	   -16.51	        0	        0	   -32768	
   130.00	    26054	   277.00	       67	    -2.57	     4.63	     4711	   578.80	   271.40	     5.81	      299	     5.30	      148	      300	   -68.17	   -16.51	        0	        0	   -32768	
   132.00	    26051	   276.90	       68	    -2.56	     4.66	     4718	   578.30	   271.60	     5.87	      299	     5.30	      147	      300	   -68.17	   -16.51	        0	        0	   -32768	
   134.00	    26047	   276.90	       69	    -2.56	     4.69	     4725	   577.80	   271.70	     5.91	      299	     5.30	      146	      400	   -68.17	   -16.51	        0	        0	   -32768	
   136.00	    26043	   276.80	       69	    -2.56	     4.71	     4733	   577.20	   271.60	     5.91	      299	     5.40	      145	      400	   -68.17	   -16.51	        0	        0	   -32768	
   138.00	    26039	   276.70	       70	    -2.56	     4.72	     4741	   576.60	   271.80	     5.98	      298	     5.40	      144	      400	   -68.17	   -16.51	        0	        0	   -32768	
   140.00	    26035	   276.60	       72	    -2.57	     4.72	     4750	   576.00	   272.10	     6.11	      299	     5.40	      143	      400	   -68.17	   -16.51	        0	        0	   -32768	
   142.00	    26030	   276.50	       74	    -2.57	     4.71	     4759	   575.40	   272.30	     6.22	      299	     5.40	      143	      400	   -68.17	   -16.51	        0	        0	   -32768	
   144.00	    26026	   276.50	       75	    -2.58	     4.70	     4768	   574.70	   272.60	     6.35	      299	     5.40	      143	      400	   -68.17	   -16.51	        0	        0	   -32768	
   146.00	    26021	   276.40	       77	    -2.59	     4.67	     4777	   574.10	   272.70	     6.45	      299	     5.30	      142	      400	   -68.17	   -16.51	        0	        0	   -32768	
   148.00	    26017	   276.30	       77	    -2.58	     4.64	     4785	   573.50	   272.70	     6.43	      299	     5.30	      141	      400	   -68.17	   -16.51	        0	        0	   -32768	
   150.00	    26013	   276.20	       77	    -2.57	     4.60	     4793	   572.90	   272.60	     6.42	      299	     5.30	      140	      400	   -68.17	   -16.51	        0	        0	   -32768	
   152.00	    26009	   276.10	       79	    -2.55	     4.55	     4801	   572.40	   272.80	     6.48	      299	     5.20	      140	      400	   -68.17	   -16.51	        0	        0	   -32768	
   154.00	    26005	   276.10	       79	    -2.53	     4.51	     4809	   571.90	   272.80	     6.51	      299	     5.20	      140	      500	   -68.17	   -16.51	        0	        0	   -32768	
   156.00	    26001	   276.00	       80	    -2.50	     4.48	     4817	   571.30	   272.80	     6.51	      299	     5.10	      139	      500	   -68.17	   -16.51	    16384	    16384	   -32768	
   158.00	    25997	   275.90	       79	    -2.46	     4.45	     4825	   570.70	   272.70	     6.45	      299	     5.10	      138	      500	   -68.17	   -16.51	        0	        0	   -32768	
   160.00	    25993	   275.90	       77	    -2.41	     4.42	     4833	   570.10	   272.30	     6.30	      299	     5.00	      138	      500	   -68.17	   -16.51	        0	        0	   -32768	
   162.00	    25989	   275.80	       76	    -2.36	     4.39	     4841	   569.60	   272.10	     6.20	      298	     5.00	      137	      500	   -68.17	   -16.51	        0	        0	   -32768	
   164.00	    25984	   275.80	       75	    -2.31	     4.38	     4850	   569.00	   271.90	     6.11	      298	     5.00	      137	      500	   -68.17	   -16.51	        0	        0	   -32768	
   166.00	    25980	   275.70	       73	    -2.27	     4.37	     4858	   568.40	   271.50	     5.93	      297	     4.90	      138	      500	   -68.17	   -16.51	        0	        0	   -32768	
   168.00	    25976	   275.70	       70	    -2.24	     4.36	     4866	   567.80	   270.90	     5.68	      297	     4.90	      137	      500	   -68.17	   -16.51	        0	        0	   -32768	
   170.00	    25972	   275.70	       68	    -2.22	     4.35	     4874	   567.30	   270.30	     5.45	      297	     4.90	      137	      500	   -68.17	   -16.51	        0	        0	   -32768	
   172.00	    25969	   275.70	       66	    -2.21	     4.33	     4881	   566.80	   269.90	     5.29	      297	     4.90	      136	      500	   -68.17	   -16.51	        0	        0	   -32768	
   174.00	    25965	   275.60	       64	    -2.21	     4.31	     4888	   566.30	   269.50	     5.15	      297	     4.80	      136	      500	   -68.17	   -16.51	        0	        0	   -32768	
   176.00	    25961	   275.60	       63	    -2.23	     4.28	     4895	   565.80	   269.30	     5.08	      297	     4.80	      135	      600	   -68.17	   -16.51	        0	        0	   -32768	
   178.00	    25957	   275.50	       64	    -2.26	     4.25	     4903	   565.20	   269.50	     5.13	      298	     4.80	      135	      600	   -68.17	   -16.51	        0	        0	   -32768	
   180.00	    25954	   275.50	       64	    -2.31	     4.19	     4910	   564.70	   269.40	     5.12	      299	     4.80	      135	      600	   -68.17	   -16.51	        0	        0	   -32768	
   182.00	    25950	   275.40	       64	    -2.36	     4.13	     4917	   564.30	   269.40	     5.11	      300	     4.80	      134	      600	   -68.17	   -16.51	        0	        0	   -32768	
   184.00	    25946	   275.40	       66	    -2.42	     4.06	     4925	   563.70	   269.70	     5.25	      301	     4.70	      134	      600	   -68.17	   -16.51	        0	        0	   -32768	
   186.00	    25942	   275.30	       68	    -2.47	     3.98	     4933	   563.10	   270.10	     5.41	      302	     4.70	      134	      600	   -68.17	   -16.51	        0	        0	   -32768	
   188.00	    25938	   275.30	       69	    -2.53	     3.90	     4941	   562.60	   270.20	     5.44	      303	     4.60	      134	      600	   -68.17	   -16.51	        0	        0	   -32768	
   190.00	    25934	   275.30	       67	    -2.57	     3.82	     4949	   562.00	   269.90	     5.34	      304	     4.60	      134	      600	   -68.17	   -16.51	        0	        0	   -32768	
   192.00	    25930	   275.40	       66	    -2.60	     3.74	     4957	   561.50	   269.60	     5.23	      305	     4.60	      134	      600	   -68.17	   -16.51	        0	        0	   -32768	
   194.00	    25926	   275.30	       65	    -2.62	     3.66	     4964	   561.00	   269.50	     5.18	      306	     4.50	      133	      600	   -68.17	   -16.51	        0	        0	   -32768	
   196.00	    25923	   275.30	       65	    -2.62	     3.60	     4971	   560.50	   269.40	     5.16	      306	     4.40	      133	      600	   -68.17	   -16.51	        0	        0	   -32768	
   198.00	    25919	   275.20	       65	    -2.60	     3.54	     4979	   559.90	   269.30	     5.14	      306	     4.40	      134	      700	   -68.17	   -16.51	        0	        0	   -32768	
   200.00	    25915	   275.10	       65	    -2.57	     3.49	     4987	   559.40	   269.20	     5.09	      306	     4.30	      134	      700	   -68.17	   -16.51	        0	        0	   -32768	
   202.00	    25911	   275.10	       64	    -2.53	     3.45	     4995	   558.90	   269.00	     5.04	      306	     4.30	      133	      700	   -68.17	   -16.51	        0	        0	   -32768	
   204.00	    25907	   275.00	       64	    -2.47	     3.41	     5002	   558.40	   269.00	     5.03	      306	     4.20	      133	      700	   -68.17	   -16.51	        0	        0	   -32768	
   206.00	    25904	   275.00	       66	    -2.41	     3.39	     5009	   557.90	   269.20	     5.12	      305	     4.20	      133	      700	   -68.17	   -16.51	        0	        0	   -32768	
   208.00	    25900	   274.90	       66	    -2.33	     3.38	     5017	   557.30	   269.30	     5.16	      305	     4.10	      133	      700	   -68.17	   -16.51	        0	        0	   -32768	
   210.00	    25896	   274.90	       66	    -2.26	     3.38	     5024	   556.80	   269.20	     5.13	      304	     4.10	      133	      700	   -68.17	   -16.51	        0	        0	   -32768	
   212.00	    25892	   274.90	       66	    -2.19	     3.37	     5031	   556.30	   269.10	     5.10	      303	     4.00	      133	      700	   -68.17	   -16.51	        0	        0	   -32768	
   214.00	    25889	   274.90	       65	    -2.12	     3.38	     5038	   555.90	   268.90	     5.01	      302	     4.00	      133	      700	   -68.17	   -16.51	        0	        0	   -32768	
   216.00	    25886	   274.80	       62	    -2.06	     3.39	     5044	   555.40	   268.40	     4.84	      301	     4.00	      132	      700	   -68.17	   -16.51	        0	        0	   -32768	
   218.00	    25882	   274.90	       58	    -2.00	     3.41	     5052	   554.90	   267.60	     4.54	      300	     4.00	      132	      700	   -68.17	   -16.51	        0	        0	   -32768	
   220.00	    25878	   274.90	       57	    -1.95	     3.43	     5059	   554.40	   267.20	     4.41	      300	     3.90	      132	      700	   -68.17	   -16.51	        0	        0	   -32768	
   222.00	    25874	   274.90	       57	    -1.91	     3.45	     5067	   553.90	   267.40	     4.48	      299	     3.90	      132	      800	   -68.17	   -16.51	        0	        0	   -32768	
   224.00	    25871	   274.90	       58	    -1.88	     3.48	     5074	   553.40	   267.60	     4.55	      298	     4.00	      132	      800	   -68.17	   -16.51	        0	        0	   -32768	
   226.00	    25867	   274.90	       59	    -1.86	     3.51	     5081	   552.90	   267.80	     4.64	      298	     4.00	      132	      800	   -68.17	   -16.51	        0	        0	   -32768	
   228.00	    25863	   274.80	       60	    -1.85	     3.54	     5090	   552.30	   267.90	     4.68	      298	     4.00	      131	      800	   -68.17	   -16.51	        0	        0	   -32768	
   230.00	    25859	   274.80	       60	    -1.85	     3.57	     5098	   551.80	   267.90	     4.69	      297	     4.00	      131	      800	   -68.17	   -16.51	        0	        0	   -32768	
   232.00	    25855	   274.70	       61	    -1.85	     3.60	     5105	   551.20	   267.90	     4.69	      297	     4.00	      131	      800	   -68.17	   -16.51	        0	        0	   -32768	
   234.00	    25851	   274.60	       61	    -1.88	     3.62	     5113	   550.70	   267.90	     4.67	      297	     4.10	      131	      800	   -68.17	   -16.51	        0	        0	   -32768	
   236.00	    25847	   274.60	       60	    -1.91	     3.65	     5121	   550.20	   267.80	     4.65	      298	     4.10	      131	      800	   -68.17	   -16.51	        0	        0	   -32768	
   238.00	    25843	   274.60	       60	    -1.94	     3.67	     5128	   549.70	   267.60	     4.58	      298	     4.20	      131	      800	   -68.17	   -16.51	        0	        0	   -32768	
   240.00	    25840	   274.60	       58	    -1.98	     3.69	     5135	   549.20	   267.10	     4.43	      298	     4.20	      130	      800	   -68.17	   -16.51	        0	        0	   -32768	
   242.00	    25836	   274.60	       55	    -2.02	     3.71	     5143	   548.70	   266.50	     4.23	      299	     4.20	      130	      800	   -68.17	   -16.51	        0	        0	   -32768	
   244.00	    25832	   274.60	       53	    -2.07	     3.74	     5151	   548.20	   266.00	     4.08	      299	     4.30	      130	      800	   -68.17	   -16.51	        0	        0	   -32768	
   246.00	    25828	   274.50	       52	    -2.11	     3.77	     5158	   547.60	   265.80	     4.01	      299	     4.30	      130	      900	   -68.17	   -16.51	        0	        0	   -32768	
   248.00	    25824	   274.50	       52	    -2.15	     3.81	     5165	   547.20	   265.70	     3.99	      299	     4.40	      130	      900	   -68.17	   -16.51	        0	        0	   -32768	
   250.00	    25821	   274.50	       52	    -2.18	     3.86	     5172	   546.70	   265.70	     3.99	      300	     4.40	      130	      900	   -68.17	   -16.51	        0	        0	   -32768	
   252.00	    25818	   274.40	       52	    -2.21	     3.91	     5178	   546.30	   265.60	     3.96	      299	     4.50	      130	      900	   -68.17	   -16.51	        0	        0	   -32768	
   254.00	    25814	   274.40	       52	    -2.22	     3.99	     5185	   545.90	   265.50	     3.94	      299	     4.60	      130	      900	   -68.17	   -16.51	        0	        0	   -32768	
   256.00	    25810	   274.30	       51	    -2.22	     4.07	     5192	   545.30	   265.40	     3.89	      299	     4.60	      130	      900	   -68.17	   -16.51	        0	        0	   -32768	
   258.00	    25807	   274.30	       50	    -2.21	     4.16	     5200	   544.80	   265.10	     3.82	      298	     4.70	      130	      900	   -68.17	   -16.51	        0	        0	   -32768	
   260.00	    25803	   274.30	       50	    -2.19	     4.25	     5207	   544.30	   264.90	     3.76	      297	     4.80	      130	      900	   -68.17	   -16.51	        0	        0	   -32768	
   262.00	    25799	   274.20	       49	    -2.16	     4.36	     5215	   543.80	   264.70	     3.71	      296	     4.90	      129	      900	   -68.17	   -16.51	        0	        0	   -32768	
   264.00	    25795	   274.10	       49	    -2.12	     4.46	     5223	   543.30	   264.60	     3.70	      295	     4.90	      129	      900	   -68.16	   -16.51	        0	        0	   -32768	
   266.00	    25791	   274.10	       49	    -2.07	     4.56	     5230	   542.80	   264.60	     3.69	      294	     5.00	      129	      900	   -68.16	   -16.51	        0	        0	   -32768	
   268.00	    25788	   274.10	       49	    -2.01	     4.66	     5237	   542.30	   264.50	     3.66	      293	     5.10	      129	      900	   -68.16	   -16.51	        0	        0	   -32768	
   270.00	    25784	   274.00	       48	    -1.95	     4.74	     5245	   541.80	   264.40	     3.63	      292	     5.10	      129	     1000	   -68.16	   -16.51	        0	        0	   -32768	
   272.00	    25779	   273.90	       49	    -1.88	     4.82	     5253	   541.20	   264.40	     3.64	      291	     5.20	      128	     1000	   -68.16	   -16.51	        0	        0	   -32768	
   274.00	    25776	   273.80	       49	    -1.81	     4.88	     5261	   540.70	   264.40	     3.65	      290	     5.20	      128	     1000	   -68.16	   -16.51	        0	        0	   -32768	
   276.00	    25772	   273.80	       49	    -1.73	     4.92	     5268	   540.20	   264.40	     3.64	      289	     5.20	      128	     1000	   -68.16	   -16.51	        0	        0	   -32768	
   278.00	    25768	   273.80	       49	    -1.65	     4.95	     5275	   539.80	   264.20	     3.59	      288	     5.20	      128	     1000	   -68.16	   -16.51	        0	        0	   -32768	
   280.00	    25765	   273.80	       47	    -1.58	     4.97	     5282	   539.30	   263.90	     3.51	      288	     5.20	      128	     1000	   -68.16	   -16.51	        0	        0	   -32768	
   282.00	    25762	   273.80	       46	    -1.50	     4.98	     5288	   538.90	   263.60	     3.43	      287	     5.20	      128	     1000	   -68.16	   -16.51	        0	        0	   -32768	
   284.00	    25758	   273.70	       45	    -1.43	     4.97	     5295	   538.40	   263.30	     3.36	      286	     5.20	      127	     1000	   -68.16	   -16.51	        0	        0	   -32768	
   286.00	    25755	   273.70	       45	    -1.35	     4.95	     5302	   538.00	   263.10	     3.32	      285	     5.10	      127	     1000	   -68.16	   -16.51	        0	        0	   -32768	
   288.00	    25751	   273.70	       45	    -1.28	     4.93	     5309	   537.50	   263.00	     3.30	      285	     5.10	      127	     1000	   -68.16	   -16.51	        0	        0	   -32768	
   290.00	    25747	   273.70	       44	    -1.20	     4.90	     5316	   537.00	   263.00	     3.28	      284	     5.00	      127	     1100	   -68.16	   -16.51	        0	        0	   -32768	
   292.00	    25744	   273.70	       44	    -1.13	     4.87	     5323	   536.50	   262.90	     3.26	      283	     5.00	      127	     1100	   -68.16	   -16.51	        0	        0	   -32768	
   294.00	    25740	   273.60	       44	    -1.06	     4.83	     5330	   536.10	   262.80	     3.25	      282	     5.00	      126	     1100	   -68.16	   -16.51	        0	        0	   -32768	
   296.00	    25736	   273.60	       44	    -0.99	     4.79	     5338	   535.60	   262.80	     3.25	      282	     4.90	      126	     1100	   -68.16	   -16.51	        0	        0	   -32768	
   298.00	    25733	   273.50	       44	    -0.92	     4.74	     5345	   535.00	   262.80	     3.26	      281	     4.80	      126	     1100	   -68.16	   -16.51	        0	        0	   -32768	
   300.00	    25729	   273.40	       45	    -0.85	     4.68	     5353	   534.60	   262.80	     3.25	      280	     4.80	      126	     1100	   -68.16	   -16.51	        0	        0	   -32768	
   302.00	    25725	   273.40	       44	    -0.78	     4.61	     5360	   534.10	   262.70	     3.22	      280	     4.70	      125	     1100	   -68.16	   -16.51	        0	        0	   -32768	
   304.00	    25722	   273.40	       44	    -0.71	     4.55	     5367	   533.60	   262.50	     3.19	      279	     4.60	      125	     1100	   -68.16	   -16.51	        0	        0	   -32768	
   306.00	    25718	   273.30	       44	    -0.64	     4.47	     5374	   533.10	   262.40	     3.15	      278	     4.50	      125	     1100	   -68.16	   -16.51	        0	        0	   -32768	
   308.00	    25714	   273.30	       43	    -0.57	     4.39	     5382	   532.60	   262.30	     3.13	      277	     4.40	      125	     1100	   -68.16	   -16.51	        0	        0	   -32768	
   310.00	    25710	   273.20	       43	    -0.50	     4.30	     5389	   532.10	   262.20	     3.12	      277	     4.30	      124	     1100	   -68.16	   -16.51	        0	        0	   -32768	
